2025-04-08 09:14:52,61,1,vendor_name,3,62,66,Check,100
2025-04-08 09:15:24,91,1,vendor_name,1,92,97,Check,100
2025-04-08 09:15:37,105,1,vendor_name,2,106,111,Check,100
2025-04-08 09:15:49,118,1,vendor_name,3,119,123,Check,100
2025-04-08 12:30:17,5,1,vendor_name,1,6,11,Check,100
2025-04-08 12:30:34,23,1,vendor_name,2,24,28,Check,100
2025-04-08 12:31:09,59,1,vendor_name,3,60,64,Check,100
2025-04-08 12:31:22,70,1,vendor_name,1,71,76,Check,100
2025-04-08 12:31:30,79,1,vendor_name,2,80,84,Check,100
2025-04-08 12:37:16,3,1,vendor_name,1,4,6,Check,100
2025-04-08 12:37:28,15,1,vendor_name,2,16,18,Check,100
2025-04-08 12:37:34,21,1,vendor_name,3,22,24,Check,100
2025-04-08 12:37:42,29,1,vendor_name,1,30,32,Check,100
2025-04-08 12:37:49,35,1,vendor_name,2,36,38,Check,100
2025-04-08 12:40:12,6,1,vendor_name,1,7,10,Check,100
2025-04-08 12:40:17,12,1,vendor_name,2,13,15,Check,100
2025-04-08 12:40:19,12,1,vendor_name,3,14,17,Check,100
2025-04-08 12:40:29,23,1,vendor_name,1,24,27,Check,100
2025-04-08 12:40:38,32,1,vendor_name,2,33,35,Check,100
2025-04-08 12:45:38,5,1,vendor_name,1,6,15,Check,100
2025-04-08 12:46:09,33,1,vendor_name,2,34,46,Check,100
2025-04-08 12:47:03,88,1,vendor_name,3,89,100,Check,100
2025-04-08 12:47:11,90,1,vendor_name,1,91,100,Check,100
2025-04-08 13:36:06,4,1,vendor_name,1,5,7,Check,100
2025-04-08 13:36:11,9,1,vendor_name,2,10,13,Check,100
2025-04-08 13:36:16,15,1,vendor_name,3,16,18,Check,100
2025-04-08 13:36:27,26,1,vendor_name,1,27,29,Check,100
2025-04-08 13:36:33,31,1,vendor_name,2,32,35,Check,100
2025-04-08 13:37:11,5,1,vendor_name,1,6,9,Check,100
2025-04-08 13:37:18,12,1,vendor_name,2,13,15,Check,100
2025-04-08 13:37:27,21,1,vendor_name,3,22,24,Check,100
2025-04-08 13:37:35,29,1,vendor_name,1,30,33,Check,100
2025-04-08 15:10:26,6,1,vendor_name,1,7,10,Check,100
2025-04-08 15:10:38,21,1,vendor_name,2,22,24,Check,100
2025-04-08 15:11:05,48,1,vendor_name,3,49,51,Check,100
2025-04-08 15:11:10,52,1,vendor_name,2,54,56,Check,100
2025-04-08 15:11:10,52,1,vendor_name,1,53,56,Check,100
